Rpm,Vibration,Temperature,Pressure,Condition,Reason
8346,3145,99,123,Bad,High Pressure and High Vibration
19622,3108,100,91,Bad,Your tyre is completely in bad condition
3084,2081,-33,96,Bad,High Pressure and High Vibration
2803,1603,80,58,Bad,High Pressure and High Vibration
4509,1206,105,113,Bad,High Pressure and High Vibration
13280,364,90,98,Bad,High pressure
9115,637,103,37,Bad,Tyre Bursting
2553,4523,-4,47,Bad,High Pressure and High Vibration
19327,1897,-8,82,Bad,High Pressure and High Vibration
5095,2275,-23,47,Bad,High Pressure and High Vibration
2377,1674,-29,122,Bad,High Pressure and High Vibration
3345,3798,53,41,Bad,High Pressure and High Vibration
1214,3645,-16,101,Bad,High Pressure and High Vibration
15910,1219,19,86,Bad,High Pressure and High Vibration
15519,4417,5,85,Bad,High Pressure and High Vibration
13440,1981,97,64,Bad,Your tyre is completely in bad condition
8200,4560,67,78,Bad,High Pressure and High Vibration
19017,4526,29,53,Bad,High Pressure and High Vibration
18755,721,-19,80,Bad,High pressure
15885,2547,96,37,Bad,Your tyre is completely in bad condition
2578,2421,-18,72,Bad,High Pressure and High Vibration
1624,43,50,43,Bad,High pressure
11218,2042,120,65,Bad,Your tyre is completely in bad condition
10640,1405,1,91,Bad,High Pressure and High Vibration
3786,2404,80,16,Bad,Low pressure
19736,2172,30,103,Bad,High Pressure and High Vibration
15133,2953,-9,68,Bad,High Pressure and High Vibration
5857,3487,-2,48,Bad,High Pressure and High Vibration
17170,3617,-8,74,Bad,High Pressure and High Vibration
8147,1511,117,131,Bad,High Pressure and High Vibration
18284,1596,27,77,Bad,High Pressure and High Vibration
13105,429,73,116,Bad,High pressure
9296,4387,109,66,Bad,High Pressure and High Vibration
4142,3322,101,94,Bad,High Pressure and High Vibration
4702,4745,91,85,Bad,High Pressure and High Vibration
10815,1880,-18,118,Bad,High Pressure and High Vibration
6967,389,0,96,Bad,High pressure
11801,2638,-11,85,Bad,High Pressure and High Vibration
19167,4063,100,57,Bad,Your tyre is completely in bad condition
19423,4545,55,107,Bad,High Pressure and High Vibration
16724,988,105,57,Bad,RPM and Temperature are high
10556,2921,-39,56,Bad,High Pressure and High Vibration
19727,3286,-36,71,Bad,High Pressure and High Vibration
3655,4796,14,17,Bad,Low pressure
3487,2672,100,21,Bad,Tyre Bursting
12973,1453,-31,29,Bad,Tyre wearout and Engine Failure
1625,812,54,105,Bad,High pressure
13878,1498,75,82,Bad,High Pressure and High Vibration
707,4940,28,34,Bad,Low rpm
4482,861,26,55,Bad,High pressure
15608,4726,-32,40,Bad,High Pressure and High Vibration
1775,4370,98,38,Bad,High Pressure and High Vibration
9529,4420,109,65,Bad,High Pressure and High Vibration
3775,472,89,110,Bad,High pressure
15158,513,17,64,Bad,High pressure
15681,2747,41,107,Bad,High Pressure and High Vibration
4673,4627,8,39,Bad,High Pressure and High Vibration
16655,4094,-6,114,Bad,High Pressure and High Vibration
5406,3416,-40,44,Bad,High Pressure and High Vibration
13392,2422,37,14,Bad,Tyre wearout and Engine Failure
19407,1317,10,64,Bad,High Pressure and High Vibration
19508,792,-13,52,Bad,High pressure
1229,2128,47,118,Bad,High Pressure and High Vibration
10840,2077,-9,36,Bad,High Pressure and High Vibration
649,3625,91,94,Bad,High Pressure and High Vibration
12662,4866,74,25,Bad,Tyre wearout and Engine Failure
16312,4285,41,86,Bad,High Pressure and High Vibration
9309,2607,59,83,Bad,High Pressure and High Vibration
2607,809,98,118,Bad,Tyre Bursting
7738,3064,38,28,Bad,High vibration
15413,4806,22,29,Bad,Tyre wearout and Engine Failure
8140,1262,56,93,Bad,High Pressure and High Vibration
8320,777,-28,28,Bad,Low Temperature
10765,3557,80,74,Bad,High Pressure and High Vibration
843,2438,118,16,Bad,Tyre Bursting
6209,3953,-12,19,Bad,Tyre blowout
19645,4963,64,126,Bad,High Pressure and High Vibration
17499,2426,90,85,Bad,High Pressure and High Vibration
14552,3946,113,94,Bad,Your tyre is completely in bad condition
7889,160,49,62,Bad,High pressure
2985,4953,49,101,Bad,High Pressure and High Vibration
7540,1957,-39,20,Bad,Tyre blowout
12813,3681,55,115,Bad,High Pressure and High Vibration
8567,285,53,73,Bad,High pressure
7429,3641,92,74,Bad,High Pressure and High Vibration
8698,367,75,73,Bad,High pressure
13073,2374,53,15,Bad,Tyre wearout and Engine Failure
8391,4730,-1,90,Bad,High Pressure and High Vibration
16274,3739,75,54,Bad,High Pressure and High Vibration
11144,3540,51,115,Bad,High Pressure and High Vibration
9618,4795,-19,73,Bad,High Pressure and High Vibration
12653,3074,53,25,Bad,Tyre wearout and Engine Failure
19159,3319,56,30,Bad,Tyre wearout and Engine Failure
982,792,40,73,Bad,High pressure
15257,2798,11,46,Bad,High Pressure and High Vibration
4634,3792,57,74,Bad,High Pressure and High Vibration
19328,546,51,101,Bad,High pressure
5071,804,106,56,Bad,Tyre Bursting
9577,1445,49,37,Bad,High Pressure and High Vibration
10286,1741,109,113,Bad,Your tyre is completely in bad condition
19912,648,43,123,Bad,High pressure
10075,3976,27,83,Bad,High Pressure and High Vibration
8456,2696,73,123,Bad,High Pressure and High Vibration
16880,4199,1,48,Bad,High Pressure and High Vibration
4164,4106,-30,96,Bad,High Pressure and High Vibration
12124,4105,114,87,Bad,Your tyre is completely in bad condition
7835,557,33,98,Bad,High pressure
15191,2975,85,79,Bad,High Pressure and High Vibration
6172,3499,65,22,Bad,Low pressure
16556,4017,101,43,Bad,Your tyre is completely in bad condition
14723,3074,61,112,Bad,High Pressure and High Vibration
17183,3976,3,22,Bad,Tyre wearout and Engine Failure
19797,4200,83,84,Bad,High Pressure and High Vibration
11189,3995,26,112,Bad,High Pressure and High Vibration
8091,2721,-21,59,Bad,High Pressure and High Vibration
11158,2592,25,82,Bad,High Pressure and High Vibration
18288,2115,56,77,Bad,High Pressure and High Vibration
12594,2408,90,107,Bad,High Pressure and High Vibration
1628,151,73,79,Bad,High pressure
16528,468,53,51,Bad,High pressure
10859,3307,-21,59,Bad,High Pressure and High Vibration
9074,169,-4,34,Bad,Low Temperature
15031,3547,-39,92,Bad,High Pressure and High Vibration
17562,3453,-19,51,Bad,High Pressure and High Vibration
11088,4408,-33,106,Bad,High Pressure and High Vibration
9433,4149,40,31,Bad,High vibration
3475,4360,41,60,Bad,High Pressure and High Vibration
1465,4942,18,112,Bad,High Pressure and High Vibration
14731,3331,84,60,Bad,High Pressure and High Vibration
19488,4612,86,79,Bad,High Pressure and High Vibration
19282,4873,115,20,Bad,Tyre wearout and Engine Failure
15410,4842,-1,57,Bad,High Pressure and High Vibration
7192,2896,116,43,Bad,High Pressure and High Vibration
15784,4049,27,39,Bad,High Pressure and High Vibration
16804,3010,44,20,Bad,Tyre wearout and Engine Failure
5638,2493,102,117,Bad,High Pressure and High Vibration
19739,400,87,120,Bad,High pressure
18221,2153,48,110,Bad,High Pressure and High Vibration
15563,456,97,110,Bad,RPM and Temperature are high
3616,1708,-35,91,Bad,High Pressure and High Vibration
16334,2797,106,48,Bad,Your tyre is completely in bad condition
16842,352,121,108,Bad,RPM and Temperature are high
9458,3079,-25,103,Bad,High Pressure and High Vibration
3969,2078,88,19,Bad,Low pressure
8745,2363,28,37,Bad,High Pressure and High Vibration
17060,4477,-9,71,Bad,High Pressure and High Vibration
1369,36,57,98,Bad,High pressure
8946,1531,0,27,Bad,Tyre blowout
866,4997,34,58,Bad,High Pressure and High Vibration
5266,3210,37,70,Bad,High Pressure and High Vibration
17505,4212,-15,41,Bad,High Pressure and High Vibration
1533,3742,84,52,Bad,High Pressure and High Vibration
17882,653,19,112,Bad,High pressure
17245,1092,-20,51,Bad,High Pressure and High Vibration
4845,2344,16,43,Bad,High Pressure and High Vibration
11863,4381,-13,103,Bad,High Pressure and High Vibration
793,3574,42,100,Bad,High Pressure and High Vibration
6751,302,93,28,Bad,High Temperature
4881,4927,48,41,Bad,High Pressure and High Vibration
14756,2861,71,24,Bad,Tyre wearout and Engine Failure
9157,4823,94,35,Bad,Tyre Bursting
12774,680,-3,42,Bad,High pressure
15905,2125,120,55,Bad,Your tyre is completely in bad condition
12383,755,83,28,Bad,High rpm
3977,934,6,79,Bad,Tyre Bursting
10396,1900,108,73,Bad,Your tyre is completely in bad condition
11555,4628,15,38,Bad,High Pressure and High Vibration
15791,987,-10,102,Bad,High pressure
4575,138,110,119,Bad,Tyre Bursting
19093,298,-39,67,Bad,High pressure
7648,2066,55,97,Bad,High Pressure and High Vibration
5090,4482,-37,117,Bad,High Pressure and High Vibration
2455,3750,93,71,Bad,High Pressure and High Vibration
5531,4141,-5,98,Bad,High Pressure and High Vibration
8704,2684,77,130,Bad,High Pressure and High Vibration
10595,2541,68,106,Bad,High Pressure and High Vibration
502,2019,14,93,Bad,High Pressure and High Vibration
7650,2604,108,51,Bad,High Pressure and High Vibration
18568,665,42,72,Bad,High pressure
8239,4809,96,39,Bad,High Pressure and High Vibration
5573,1204,12,126,Bad,High Pressure and High Vibration
18558,4466,115,62,Bad,Your tyre is completely in bad condition
11806,4524,34,87,Bad,High Pressure and High Vibration
11723,4237,-13,128,Bad,High Pressure and High Vibration
17489,4669,-25,77,Bad,High Pressure and High Vibration
4822,3186,-32,86,Bad,High Pressure and High Vibration
5453,2621,-25,33,Bad,High vibration
6560,4041,104,47,Bad,High Pressure and High Vibration
6487,2284,64,86,Bad,High Pressure and High Vibration
3707,4058,95,79,Bad,High Pressure and High Vibration
2894,1522,60,106,Bad,High Pressure and High Vibration
9512,3219,98,129,Bad,High Pressure and High Vibration
18221,3859,-31,24,Bad,Tyre wearout and Engine Failure
14137,898,-27,40,Bad,High pressure
4326,3697,50,58,Bad,High Pressure and High Vibration
18036,185,45,84,Bad,High pressure
7822,1719,14,22,Bad,Low pressure
13703,809,22,77,Bad,High pressure
17520,3238,87,64,Bad,High Pressure and High Vibration
18531,2531,108,24,Bad,Tyre wearout and Engine Failure
1448,1156,47,91,Bad,High Pressure and High Vibration
7871,3510,87,117,Bad,High Pressure and High Vibration
9913,4145,78,38,Bad,High Pressure and High Vibration
17175,1104,-34,108,Bad,High Pressure and High Vibration
7433,1861,-5,19,Bad,Tyre blowout
5029,4984,7,41,Bad,High Pressure and High Vibration
19760,3949,-4,92,Bad,High Pressure and High Vibration
9269,1489,-29,40,Bad,High Pressure and High Vibration
8404,2649,-12,97,Bad,High Pressure and High Vibration
11974,2367,-13,97,Bad,High Pressure and High Vibration
5232,2615,-4,71,Bad,High Pressure and High Vibration
8901,2124,83,101,Bad,High Pressure and High Vibration
19280,964,34,82,Bad,High pressure
3101,3780,67,100,Bad,High Pressure and High Vibration
4972,1340,16,45,Bad,High Pressure and High Vibration
16636,2211,80,78,Bad,High Pressure and High Vibration
1216,4987,38,16,Bad,Low pressure
17769,558,121,62,Bad,RPM and Temperature are high
3807,2435,65,28,Bad,Low rpm
6681,2170,116,98,Bad,High Pressure and High Vibration
12943,3340,49,75,Bad,High Pressure and High Vibration
18872,3015,-7,20,Bad,Tyre wearout and Engine Failure
11620,1415,29,108,Bad,High Pressure and High Vibration
17406,4453,-27,59,Bad,High Pressure and High Vibration
6078,3037,86,123,Bad,High Pressure and High Vibration
11001,1109,56,118,Bad,High Pressure and High Vibration
8795,1625,-13,75,Bad,High Pressure and High Vibration
16407,2157,37,40,Bad,High Pressure and High Vibration
16320,4676,57,72,Bad,High Pressure and High Vibration
4234,759,94,52,Bad,Tyre Bursting
3122,1503,68,71,Bad,High Pressure and High Vibration
16913,3280,-31,70,Bad,High Pressure and High Vibration
12355,4852,27,128,Bad,High Pressure and High Vibration
2646,202,48,99,Bad,High pressure
12521,616,26,46,Bad,High pressure
12077,1406,98,45,Bad,Your tyre is completely in bad condition
9823,3424,117,78,Bad,High Pressure and High Vibration
4684,950,119,25,Bad,Low pressure
2138,299,17,125,Bad,High pressure
1329,417,16,24,Bad,Low pressure
9704,31,-13,111,Bad,High pressure
6367,1869,-16,73,Bad,High Pressure and High Vibration
9115,2354,63,38,Bad,High Pressure and High Vibration
10868,911,35,57,Bad,High pressure
13208,3754,109,98,Bad,Your tyre is completely in bad condition
8417,2911,0,71,Bad,High Pressure and High Vibration
14149,1608,93,109,Bad,Your tyre is completely in bad condition
200,4532,57,130,Bad,High Pressure and High Vibration
10030,4356,65,58,Bad,High Pressure and High Vibration
17552,662,96,75,Bad,RPM and Temperature are high
15125,3681,61,26,Bad,Tyre wearout and Engine Failure
12382,825,-5,119,Bad,High pressure
10339,4481,-24,110,Bad,High Pressure and High Vibration
4361,1822,-11,109,Bad,High Pressure and High Vibration
2792,2947,3,86,Bad,High Pressure and High Vibration
4313,4546,2,64,Bad,High Pressure and High Vibration
3291,3106,104,80,Bad,High Pressure and High Vibration
17395,3750,6,117,Bad,High Pressure and High Vibration
17049,1444,13,31,Bad,Tyre wearout and Engine Failure
6110,3780,74,29,Bad,High vibration
19406,3426,76,81,Bad,High Pressure and High Vibration
18322,2335,76,78,Bad,High Pressure and High Vibration
13867,81,-17,39,Bad,High pressure
7838,537,-3,51,Bad,High pressure
1356,1213,94,57,Bad,High Pressure and High Vibration
7393,3779,-29,45,Bad,High Pressure and High Vibration
5557,4053,39,71,Bad,High Pressure and High Vibration
7180,2207,66,102,Bad,High Pressure and High Vibration
3276,171,-6,88,Bad,Tyre Bursting
4382,4604,-5,43,Bad,High Pressure and High Vibration
4254,2486,102,103,Bad,High Pressure and High Vibration
2723,2597,95,94,Bad,High Pressure and High Vibration
15625,4732,-32,82,Bad,High Pressure and High Vibration
10508,4284,-32,51,Bad,High Pressure and High Vibration
11195,2225,49,115,Bad,High Pressure and High Vibration
9969,4130,79,105,Bad,High Pressure and High Vibration
488,997,48,130,Bad,High pressure
13692,1767,88,60,Bad,High Pressure and High Vibration
19315,4404,80,65,Bad,High Pressure and High Vibration
16647,793,-2,106,Bad,High pressure
18103,3105,74,29,Bad,Tyre wearout and Engine Failure
15885,1504,97,36,Bad,Your tyre is completely in bad condition
13813,3861,34,38,Bad,High Pressure and High Vibration
16366,3486,37,97,Bad,High Pressure and High Vibration
18147,274,69,63,Bad,High pressure
15960,2521,79,109,Bad,High Pressure and High Vibration
12009,4969,-14,131,Bad,High Pressure and High Vibration
17248,2082,6,77,Bad,High Pressure and High Vibration
3346,504,23,126,Bad,High pressure
8765,2874,-1,55,Bad,High Pressure and High Vibration
7143,2462,15,108,Bad,High Pressure and High Vibration
6308,2702,108,14,Bad,Tyre Bursting
15097,2398,48,59,Bad,High Pressure and High Vibration
10581,3658,75,68,Bad,High Pressure and High Vibration
11642,477,34,88,Bad,High pressure
17916,596,56,30,Bad,High rpm
17559,1170,81,89,Bad,High Pressure and High Vibration
19971,1911,21,119,Bad,High Pressure and High Vibration
7749,3619,43,120,Bad,High Pressure and High Vibration
11704,2162,50,38,Bad,High Pressure and High Vibration
14749,3179,70,112,Bad,High Pressure and High Vibration
440,4913,29,41,Bad,High Pressure and High Vibration
14368,4731,-34,85,Bad,High Pressure and High Vibration
8260,429,59,96,Bad,High pressure
7959,739,47,98,Bad,High pressure
19107,670,37,81,Bad,High pressure
12498,292,-31,48,Bad,High pressure
19509,935,-3,78,Bad,High pressure
13901,4452,-24,24,Bad,Tyre wearout and Engine Failure
16643,3074,46,92,Bad,High Pressure and High Vibration
457,2403,20,101,Bad,High Pressure and High Vibration
7294,3667,10,112,Bad,High Pressure and High Vibration
17021,1679,28,98,Bad,High Pressure and High Vibration
13979,3324,17,120,Bad,High Pressure and High Vibration
17237,964,109,15,Bad,RPM and Temperature are high
12244,3292,-40,34,Bad,Tyre wearout and Engine Failure
13243,1292,-27,118,Bad,High Pressure and High Vibration
10980,3377,117,16,Bad,Tyre wearout and Engine Failure
1830,486,4,22,Bad,"Due to lower values, tyre is in bad condition"
8986,2739,72,48,Bad,High Pressure and High Vibration
4982,1064,116,57,Bad,High Pressure and High Vibration
1315,3417,64,56,Bad,High Pressure and High Vibration
6405,1865,87,82,Bad,High Pressure and High Vibration
183,3734,3,92,Bad,High Pressure and High Vibration
404,1762,-35,20,Bad,"Due to lower values, tyre is in bad condition"
19490,3871,10,122,Bad,High Pressure and High Vibration
10131,4869,35,35,Bad,Tyre wearout and Engine Failure
1112,3102,75,27,Bad,Low pressure
11743,3764,98,39,Bad,Your tyre is completely in bad condition
13483,3689,-28,113,Bad,High Pressure and High Vibration
13648,2122,-22,50,Bad,High Pressure and High Vibration
5908,4082,32,113,Bad,High Pressure and High Vibration
6440,4133,53,89,Bad,High Pressure and High Vibration
10837,2059,48,45,Bad,High Pressure and High Vibration
14639,4383,-39,77,Bad,High Pressure and High Vibration
15529,213,73,73,Bad,High pressure
771,4152,80,14,Bad,Low pressure
14548,3966,-25,52,Bad,High Pressure and High Vibration
